id,title,cuisine,difficulty,total_time,variant_type,protein_type,base_recipe,tags,issues
67fa45c2-a8c5-4ef8-916a-02cb6531eac5,Mint Flavoured Mixed Vegetable Pulao Recipe,indian,hard,30,standard,vegetarian,Mint Flavoured Mixed Vegetable Pulao Recipe,indian|rice|main|spicy|savory|vegan|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
33bbc4e2-a806-4135-9470-cca964183b60,Mixed Vegetable Jalfrezi Recipe,indian,hard,30,standard,vegetarian,Mixed Vegetable Jalfrezi Recipe,indian|main|north_indian|spicy|sweet|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
f3b8bf6a-1e37-48b6-9c5f-18302d29ba2e,Olive & Tofu In Harissa Curry Recipe,indian,medium,30,standard,vegetarian,Olive & Tofu In Harissa Curry Recipe,indian|curry|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
5e059318-140a-4389-b973-8b0e2f5e789e,Pistachio & Cranberry Broken Wheat Pilaf Recipe,indian,easy,30,standard,vegetarian,Pistachio & Cranberry Broken Wheat Pilaf Recipe,indian|main|spicy|sour|savory|vegan|dairy_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
94ac7765-7412-4d75-8b32-001a7c389dfe,Podi Potta Pachhai Kathirikai | Brinjal Stir Fry Recipe With Curry Powder,indian,easy,30,standard,vegetarian,Podi Potta Pachhai Kathirikai | Brinjal Stir Fry Recipe With Curry Powder,indian|curry|south_indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
ec8d4d63-235c-4de0-8d35-1228c8aec3ac,Pulikuthi Upperi Recipe - Spicy & Tangy Palakkad Poriyal Recipe,indian,hard,30,standard,vegetarian,Pulikuthi Upperi Recipe - Spicy & Tangy Palakkad Poriyal Recipe,indian|main|south_indian|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
f2c1d2c8-6288-4426-b22d-78a12c6fd725,Pumpkin Peas Palya Recipe,indian,medium,30,standard,vegetarian,Pumpkin Peas Palya Recipe,indian|main|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
72889cee-6dec-471d-b44e-cef4fe285d09,Qahwa | Arabic Coffee Recipe,indian,easy,30,standard,vegetarian,Qahwa | Arabic Coffee Recipe,indian|main|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
6493a973-a82a-4cf6-ab9f-f76414908c2c,Roasted Bell Pepper Quinoa Recipe,indian,easy,30,standard,vegetarian,Roasted Bell Pepper Quinoa Recipe,indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
6355df7b-f8a3-4b0a-8d7b-e3b9c84a8602,Roasted Garlic Potato Soup Recipe,indian,easy,30,standard,vegetarian,Roasted Garlic Potato Soup Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
cf6fa3fe-a1e4-4ed4-99f6-ba92216cb3d8,Savoury Oatmeal Porridge Recipe,indian,easy,30,standard,vegetarian,Savoury Oatmeal Porridge Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
a1024144-445e-44cc-a4db-db0a3e0900d8,Snake Gourd Kootu Recipe (Pudalangai Kootu),indian,hard,30,standard,vegetarian,Snake Gourd Kootu Recipe (Pudalangai Kootu),indian|main|south_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
e961a838-45fb-465e-bae4-dfd685480814,Spiced Prune Chutney Recipe,indian,medium,30,standard,vegetarian,Spiced Prune Chutney Recipe,indian|side|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
32dc5eef-9104-4db3-8e46-dd5e524be1f5,Spiced Prune Chutney Recipe,indian,easy,30,standard,vegetarian,Spiced Prune Chutney Recipe,indian|side|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
d2f383f1-53e8-4664-8029-917af73fbff4,Spicy Chickpea Tacos Recipe With Indian Twist,indian,hard,30,standard,vegetarian,Spicy Chickpea Tacos Recipe With Indian Twist,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
4d874222-a2d9-44a3-bd9f-95ffad346efd,Spicy Chilli Mango Virgin Mojito Recipe,indian,easy,30,standard,vegetarian,Spicy Chilli Mango Virgin Mojito Recipe,indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
74484f56-fee2-4204-9f58-2dcf97d8ecf8,Spicy Thai Pasta Recipe With Roasted Vegetables,indian,medium,30,standard,vegetarian,Spicy Thai Pasta Recipe With Roasted Vegetables,indian|main|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
a6ba2585-8caf-4ebe-ab66-0675923a0fc1,Spinach Hummus Recipe,indian,easy,30,standard,vegetarian,Spinach Hummus Recipe,indian|main|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
511ae713-bf23-4420-bddf-6aea7f8741c9,Sprouted Moong And Onion Fritters Recipe,indian,medium,30,standard,vegetarian,Sprouted Moong And Onion Fritters Recipe,indian|main|spicy|sour|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
6cf9dbc7-844a-4fb7-9cfd-fe2986a236b8,Stem Lettuce Tamarind Broth Recipe - Surri left behind by Amarnath Greens,indian,easy,30,standard,vegetarian,Stem Lettuce Tamarind Broth Recipe - Surri left behind by Amarnath Greens,indian|main|south_indian|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
50c8b2be-9304-4c22-9d28-d4d98b7512cd,Tamarind Ginger Chutney,indian,easy,30,standard,vegetarian,Tamarind Ginger Chutney,indian|side|south_indian|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
606d5147-2dfe-4a6d-816f-f253e86f7815,Tamil Nadu Style Badam Puri Recipe (Almond Stuffed Whole Wheat Puri Recipe),indian,medium,30,standard,vegetarian,Tamil Nadu Badam Puri Recipe (Almond Stuffed Whole Wheat Puri Recipe),indian|bread|south_indian|main|sweet|savory|vegan|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
4556c9c0-d609-480d-9e98-450a3c2c0c4d,The Homemade Hard Taco Shells Recipe,indian,medium,30,standard,vegetarian,The Homemade Hard Taco Shells Recipe,indian|main|savory|vegan|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
7c6d231b-cbda-4ea2-9b07-3916d36f1f13,The Paruppu Podi Recipe - South Indian Spiced Dal Chutney Powder,indian,easy,30,standard,vegetarian,The Paruppu Podi Recipe - South Indian Spiced Dal Chutney Powder,indian|side|south_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
76c94dab-b2cd-41fa-8d44-65b9b5242cb7,Tindora Ka Salan Recipe,indian,medium,30,standard,vegetarian,Tindora Ka Salan Recipe,indian|main|north_indian|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
7a1a0c5a-4d25-4b46-8690-c3ef9794e10d,Tripura Style Kosoi Bwtwi Recipe - Sauteed Tofu & Green Beans Stir Fry With Garlic,indian,easy,30,standard,vegetarian,Tripura Kosoi Bwtwi Recipe - Sauteed Tofu & Green Beans Stir Fry With Garlic,indian|main|north_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
fafd67cb-e34a-47d1-91eb-00e807550a36,Tuna Rasam Bhaji Recipe (Tuna Sabzi Flavored with Rasam Powder),indian,medium,30,standard,vegetarian,Tuna Rasam Bhaji Recipe (Tuna Sabzi Flavored with Rasam Powder),indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
94bc5935-74fb-4bb2-951d-fdfd9a18a86f,Turai Moong Dal Recipe - Turia Mag Ni Dal,indian,medium,30,standard,vegetarian,Turai Moong Dal Recipe - Turia Mag Ni Dal,indian|main|gujarati|spicy|sour|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
b7b1e8e4-d3a7-4598-8259-f9d44b219ade,Vietnamese Rice Pocket Recipe With Caramelised Onions & Chillies,indian,easy,30,standard,vegetarian,Vietnamese Rice Pocket Recipe With Caramelised Onions & Chillies,indian|rice|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
2eafe3d6-f826-4e50-bc90-ae7febffc600,White Vegetable Kurma Recipe With Coconut & Cashew,indian,hard,30,standard,vegetarian,White Vegetable Kurma Recipe With Coconut & Cashew,indian|main|south_indian|spicy|savory|vegan|gluten_free|dairy_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
11679f3d-0ff1-452a-84c2-684d54e60d3c,Zucchini Keerai Thogayal Recipe - South Indian Tangy Spinach and Zucchini Chutney,indian,medium,30,standard,vegetarian,Zucchini Keerai Thogayal Recipe - South Indian Tangy Spinach and Zucchini Chutney,indian|side|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
9398f16b-a6ca-43e7-b455-aea0930cc021,"Aglio E Olio Pasta Recipe with Roasted Cauliflower, Peppers & Cashew Nuts",indian,medium,35,standard,vegetarian,"Aglio E Olio Pasta Recipe with Roasted Cauliflower, Peppers & Cashew Nuts",indian|main|spicy|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
9a502365-51c1-494f-af0e-1f88047e7092,Andhra Style Paruppu Podi Recipe - Dal Podi,indian,easy,35,standard,vegetarian,Andhra Paruppu Podi Recipe - Dal Podi,indian|main|south_indian|spicy|sweet|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
c860e100-1400-4b84-b20e-c245d38b70a2,Arbi Ka Achaar Recipe (Instant Colocasia pickle),indian,medium,35,standard,vegetarian,Arbi Ka Achaar Recipe (Instant Colocasia pickle),indian|side|north_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
351ed3b2-52e8-4d7e-aea1-f8290eff6ddd,Asian Red Cabbage Salad With Roasted Peanuts Recipe,indian,easy,35,standard,vegetarian,Asian Red Cabbage Salad With Roasted Peanuts Recipe,indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
350b4c2d-2646-42df-9bec-02aa20ffb32a,Asian Style Rice Noodle Salad Recipe With Vegetables Recipe,indian,easy,35,standard,vegetarian,Asian Rice Noodle Salad Recipe With Vegetables Recipe,indian|rice|main|spicy|sour|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
99aa605f-2649-4360-b777-7a657fc35877,Bengali radish potato vegetable recipe,indian,hard,35,standard,vegetarian,Bengali radish potato vegetable recipe,indian|main|bengali|spicy|sweet|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
4aecf33e-78fa-42fe-937e-0982589fc3db,Cabbage Pachadi Recipe,indian,medium,35,standard,vegetarian,Cabbage Pachadi Recipe,indian|main|south_indian|spicy|sour|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
50ea5d6c-b85c-4175-ac70-c982e54511a7,Cabbage Pachadi Recipe,indian,hard,35,standard,vegetarian,Cabbage Pachadi Recipe,indian|main|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
7f0299eb-915e-48a9-9a2b-c2f0719bfec5,Carrot Methi Jowar Thepla Recipe,indian,easy,35,standard,vegetarian,Carrot Methi Jowar Thepla Recipe,indian|main|gujarati|spicy|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
a5b8be12-1ac5-4f22-b6ad-6a62e1bbf2dc,Chettinad Pattani Kurma Recipe (Chettinad Peas Curry),indian,medium,35,standard,vegetarian,Chettinad Pattani Kurma Recipe (Chettinad Peas Curry),indian|curry|south_indian|main|spicy|sour|savory|vegan|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
8b15c5dd-0865-4e93-924e-89512bb61168,Chikkudukaya Vepudu Recipe-Broad Beans Masala Poriyal,indian,easy,35,standard,vegetarian,Chikkudukaya Vepudu Recipe-Broad Beans Masala Poriyal,indian|curry|south_indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
d5350b2f-7d31-4ac0-80af-a9dda243dc29,Drumstick Leaves Fried Rice Recipe,indian,easy,35,standard,vegetarian,Drumstick Leaves Fried Rice Recipe,indian|rice|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
a5caa262-1d8a-4bb5-999a-3d435048c535,Drumstick Spinach Juice Recipe,indian,hard,35,standard,vegetarian,Drumstick Spinach Juice Recipe,indian|main|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
ab686cbf-9e61-49b3-a484-e20c4bde0ba0,Dry Suran Masala Vegetable Recipe,indian,medium,35,standard,vegetarian,Dry Suran Masala Vegetable Recipe,indian|curry|north_indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
dc87e2f7-2b37-4133-a027-01ecae30af6a,Homemade Harissa Paste Recipe,indian,medium,35,standard,vegetarian,Homemade Harissa Paste Recipe,indian|main|spicy|sweet|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
fdd42cc0-b633-46cb-8b83-4c216b3da8ca,Homemade Roasted Bell Pepper Pasta Sauce Recipe,indian,easy,35,standard,vegetarian,Homemade Roasted Bell Pepper Pasta Sauce Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
eb615a35-e5b4-43d0-ab82-6a565cfd7937,Honey Glazed Roasted Carrots Recipe With Herbs,indian,medium,35,standard,vegetarian,Honey Glazed Roasted Carrots Recipe With Herbs,indian|main|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
b90932eb-3412-46ff-9d65-7da64be16138,How To Make Homemade Rose Syrup Recipe,indian,medium,35,standard,vegetarian,How To Make Homemade Rose Syrup Recipe,indian|main|sweet|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
25ba7e02-e229-4689-9347-f502be2f2f41,Indo Japanese Rice Cakes Recipe,indian,medium,35,standard,vegetarian,Indo Japanese Rice Cakes Recipe,indian|rice|main|spicy|sweet|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
a29b34b5-c971-4995-a2d6-8d8e4e7c9d33,Jowar Atta Pyaz Thepla Recipe – Sorghum Wheat Onion Thepla,indian,easy,35,standard,vegetarian,Jowar Atta Pyaz Thepla Recipe – Sorghum Wheat Onion Thepla,indian|main|north_indian|spicy|sour|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
a7f1ff85-ac41-46c7-b4f2-bbf222bdcf40,Kaddu Palak Roti Recipe (Pumpkin Spinach Flat Bread),indian,easy,35,standard,vegetarian,Kaddu Palak Roti Recipe (Pumpkin Spinach Flat Bread),indian|bread|north_indian|main|spicy|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
6baa3886-a61e-4d4b-8ea5-b5b540057814,Kela Matar ki Sabzi Recipe - Raw Banana Green Peas Stir Fry,indian,medium,35,standard,vegetarian,Kela Matar ki Sabzi Recipe - Raw Banana Green Peas Stir Fry,indian|main|north_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
f47942c3-0f0a-4bd4-8d7b-9e30d3d5f372,Kerala Style Chakka Adai Recipe-Rice Flour and Jackfruit Flatbread,indian,medium,35,standard,vegetarian,Kerala Chakka Adai Recipe-Rice Flour and Jackfruit Flatbread,indian|rice|south_indian|main|sweet|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
c4812ece-a19d-46d5-bfa8-daddd1c5bb2c,Kodava Kummu Curry Recipe- Coorg Style Mushroom Curry,indian,medium,35,standard,vegetarian,Kodava Kummu Curry Recipe- Coorg Mushroom Curry,indian|curry|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
ad43b5af-0706-406a-99f3-980b1691e5d1,Kovakkai Podi Curry Recipe - Tamil Nadu Style Ivy Gourd Stir Fry,indian,easy,35,standard,vegetarian,Kovakkai Podi Curry Recipe - Tamil Nadu Ivy Gourd Stir Fry,indian|curry|south_indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
64ab1f9e-346b-43a2-bb98-03b7174588f5,Kuvale Sasam Recipe - Konkani Ash Gourd Curry,indian,medium,35,standard,vegetarian,Kuvale Sasam Recipe - Konkani Ash Gourd Curry,indian|curry|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
43bc973a-c105-4370-937d-bfed8c2de83b,Mangalorean Chana Gassi Recipe,indian,hard,35,standard,vegetarian,Mangalorean Chana Gassi Recipe,indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
b26fc062-bd8c-4245-80d1-b8c5562c0c3e,Manipuri Style Chak Angouba Recipe - Vegetable Pulao Recipe,indian,easy,35,standard,vegetarian,Manipuri Chak Angouba Recipe - Vegetable Pulao Recipe,indian|rice|north_indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
b518677a-76cc-418f-a605-abb68520387d,Masaura And Potato Tarkari Recipe,indian,medium,35,standard,vegetarian,Masaura And Potato Tarkari Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
04dd3660-c893-427a-bfed-64b77a4d93c4,Mexican Black Bean Corn Soup Recipe,indian,medium,35,standard,vegetarian,Mexican Black Bean Corn Soup Recipe,indian|main|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
e2ee3601-218f-40a8-9a78-7f1b7827b0f8,Mini Dal Samosa Curry / Sabzi Recipe,indian,hard,35,standard,vegetarian,Mini Dal Samosa Curry / Sabzi Recipe,indian|curry|north_indian|main|spicy|sweet|savory|vegan|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
2dd32a7b-275f-4169-8206-cc6b29d5e21b,Mooli Bhurji recipe,indian,easy,35,standard,vegetarian,Mooli Bhurji recipe,indian|main|north_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
44788b90-adcd-4f6c-9cfc-b4837b988e74,Mooli Jowar Ki Roti Recipe - Mullangi Kambu Chapathi,indian,medium,35,standard,vegetarian,Mooli Jowar Ki Roti Recipe - Mullangi Kambu Chapathi,indian|bread|north_indian|main|spicy|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
5c945c8a-233c-44a8-ab93-07149cd56574,Paasi Paruppu Beans Poriyal Recipe - Moong Dal & French Beans Stir Fry,indian,easy,35,standard,vegetarian,Paasi Paruppu Beans Poriyal Recipe - Moong Dal & French Beans Stir Fry,indian|main|south_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
7a2036b2-aad7-42e8-98b7-e08f74b5153e,Palak Makki Ki Roti Recipe - Spicy Spinach Cornmeal Flatbread Recipe),indian,easy,35,standard,vegetarian,Palak Makki Ki Roti Recipe - Spicy Spinach Cornmeal Flatbread Recipe),indian|bread|north_indian|main|spicy|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
51efa563-4980-4533-a8c2-2117146e5240,Paruppu Thogayal Recipe -Tour & Bengal Gram Chutney,indian,easy,35,standard,vegetarian,Paruppu Thogayal Recipe -Tour & Bengal Gram Chutney,indian|side|south_indian|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
b0f81dea-1036-4946-a481-f4a64a021b59,Patiala Aloo Recipe,indian,hard,35,standard,vegetarian,Patiala Aloo Recipe,indian|main|north_indian|spicy|sour|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
d045fc09-b4d0-4231-a50a-c970f9613f4e,Peanut Garlic Chutney Powder Recipe,indian,easy,35,standard,vegetarian,Peanut Garlic Chutney Powder Recipe,indian|side|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
5282269b-35c9-4c8c-b381-f5864791a90e,Potato Bodi Fry Recipe (Spicy Potato Sabiji Prem Tamil Nadu),indian,easy,35,standard,vegetarian,Potato Bodi Fry Recipe (Spicy Potato Sabiji Prem Tamil Nadu),indian|main|south_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
9ab8a4e1-1123-4df4-b177-d05ad140e7e4,Radish Paratha (Radish Paratha) Recipe,indian,easy,35,standard,vegetarian,Radish Paratha (Radish Paratha) Recipe,indian|bread|main|spicy|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
ac8a3df6-ed37-4a41-a10b-28b98bcbada3,Raw Mango Murabba Recipe - Cinnamon Spiced Mango Jam,indian,easy,35,standard,vegetarian,Raw Mango Murabba Recipe - Cinnamon Spiced Mango Jam,indian|main|sweet|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
0e6d1ff9-da14-4ab9-87ad-a83b896dc0b6,Roasted Beet Salad Recipe With Pearl Barley & Spinach,indian,easy,35,standard,vegetarian,Roasted Beet Salad Recipe With Pearl Barley & Spinach,indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
c8086caa-0200-419d-b30f-bec06a980ebb,Roasted Pumpkin Spinach and Walnut Spaghetti Recipe,indian,medium,35,standard,vegetarian,Roasted Pumpkin Spinach and Walnut Spaghetti Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
036aec43-1f9e-47dc-b750-4ed5f6bffa14,Spicy Mexican Salsa Recipe - Tomato Salsa Recipe,indian,easy,35,standard,vegetarian,Spicy Mexican Salsa Recipe - Tomato Salsa Recipe,indian|main|spicy|sweet|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
02a8ec75-a92c-47a8-8a12-ddfca003df0c,Spinach Sun Dried Tomato Pasta Recipe,indian,easy,35,standard,vegetarian,Spinach Sun Dried Tomato Pasta Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
88afb640-cd74-413f-9f56-97f59ff18563,Spinach Thalipeeth Recipe,indian,easy,35,standard,vegetarian,Spinach Thalipeeth Recipe,indian|main|spicy|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
a4ea2760-e20b-4f90-8328-3ee359084ec3,Stir Fried Carrot And Green Beans Recipe,indian,easy,35,standard,vegetarian,Stir Fried Carrot And Green Beans Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
e6da4727-7f01-4d9f-a052-e312faa05e06,Tangy Lemon Pickle Recipe With Kalonji & Rock Salt,indian,easy,35,standard,vegetarian,Tangy Lemon Pickle Recipe With Kalonji & Rock Salt,indian|side|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
4c715c46-3064-4be8-81b4-67718d4ad448,Walnut Mushroom Veg Bolognese Recipe With A Twist,indian,hard,35,standard,vegetarian,Walnut Mushroom Veg Bolognese Recipe With A Twist,indian|main|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
d6331349-03d5-412a-8c03-9af0a479a5ca,Wheat Grass Rasam Recipe,indian,medium,35,standard,vegetarian,Wheat Grass Rasam Recipe,indian|main|south_indian|spicy|sour|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
4fbf9fec-d584-4357-b97c-1834e38916c1,Whole Wheat Flour Puttu Recipe,indian,medium,35,standard,vegetarian,Whole Wheat Flour Puttu Recipe,indian|main|south_indian|sweet|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
b059afd7-a110-4557-9e44-361ec44535e3,Aam Chunda Pickle Recipe - Gujarati Mango Chunda Recipe,indian,easy,40,standard,vegetarian,Aam Chunda Pickle Recipe - Gujarati Mango Chunda Recipe,indian|side|gujarati|spicy|sweet|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
3659f964-5890-418d-b51c-6c536aafd039,Aavryachi Bhaji-Avarakkai Poriyal Recipe-Broad Beans Stir Fry,indian,easy,40,standard,vegetarian,Aavryachi Bhaji-Avarakkai Poriyal Recipe-Broad Beans Stir Fry,indian|main|south_indian|spicy|sweet|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
ce455681-7864-4043-ae33-e056d91615f9,Ajwain Besan Ka Paratha Recipe (Masala Paratha),indian,medium,40,standard,vegetarian,Ajwain Besan Ka Paratha Recipe (Masala Paratha),indian|curry|main|spicy|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
6b6c4103-b5f6-4366-be14-d43eab84357d,Ajwaini Tomato Okra Recipe,indian,easy,40,standard,vegetarian,Ajwaini Tomato Okra Recipe,indian|main|spicy|sweet|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
f832ee0a-c903-4a11-ae45-61f534df90c2,Aloo Raswala Sabzi Recipe,indian,hard,40,standard,vegetarian,Aloo Raswala Sabzi Recipe,indian|main|north_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
